sentiment|review
-1|Prilikom dolaska, još torbu nismo spustili i domaćin je odmah napomenuo u drugoj rečenici razgovora, da se odmah naplaćuju usluge apartmana, koji i nije apartman, već dve sobe i kupatilo. U ovom smeštaju (ne apartmanu), bez ikakvog stila, između ostalog, nema papuča, nema nijedna čaša, pa nemožete ni vodu popiti ili sok, nema nijedna posuda za četkice u kupatilu... Prosto, nije dovoljno ubaciti jacuzzi u kupatilo i baviti se turizmom. Ovaj smeštaj je verovatno osmišljen za neke dnevne varijante mladih ljudi... Ponavljam, bez ikakvog stila. Recimo, neki ukras po policama, saksija nekog cveća, slika na zidu, lampa u dn. boravku... Za ovaj novac, možete sve ovo dobiti u pravim apartmanima u Novom Sadu. Slike prilično varaju.
-1|Kuhinja je bila haoticna, nije bilo očišćeno, neoprani sudovi i mrve na stolu
-1|Lokacija malo zabacena
-1|Cuje se buka iz drugih soba. Zavuceno je.
-1|Ovo je blago recene uzas !!! U prljavijem smestaju nikada nisam odsedao iz kupatilo je takav smrad izlazio da ja bukvalno nisam nu ulazio ,zidovi prljavi polomljeni ormari klima neka stara polomljena lepljena selotep trakom posteljina izguzvana peskiri pocepani a lokacija slepa ulica tako da ja stvarno jedino sto bih rekao je sto dalje od ovaj smestaj.
-1|Mogli bi malo renovirati kupatilo I namestaj. Ok je za te pare ali da se malo ulozi bilo bi bolje.
-1|Ulica je u Nedodjiji niko od komsija nije cuo za tu ulicu jako je uzana dva automobila nemogu se mimoici,zakazes sobu u visokom potkrovlju preko bookinga kada jedva nadjes zgradu oni ti nude u sasvim drugoj zgradi u prizemlju uz ulicu gde je zgrada novogradnja uz prozor prolaze automobili kada se bunis kod mladog nervoznog gazde on vodi kod tate i tata daje zakazanu sobu i kaze sve druge zauzete ustvari su prazne i kada posle udjes u sobu gde je visoko prizemlje udaras glavom u plafon jer nema visinu iznad kreveta i iznad prozora odromna paucina i plafon od spustenosti uprljan,kupatilo nedovrseno vise kablovi nije gazda stigo da poveze sijalicu u ogledalo i ispod kreveta ide naponski kabal Nikome nebi preporucio jer cena od 2006 dinara je previsoka vredi 1006 dinara,prodavnica u oba pravca 500 metara,u kaficu za goste i komsije kafa najobicnija 100 dinara NIKAD VISE.
-1|Sramota sta se izdaje... Ovo nije za porodice, niti za normalne ljude. Dolaze samo ljudi zbog drugih razloga.... Sramota za gazdu. Bio sam sa bebom od 7 meseci i suprugom tesko bolesni. Nista nas nisu ispostovali. Sramota. Nikome ne preporucujem ovaj objekak!
-1|Sramota za objekat i gazdu. Nikome ne preporucujem!
-1|Nema kante za smeće.
-1|Higijena nije na zavidnom nivou
-1|Arogantno osoblje na kritike odgovara pretnjom, a ne zeljom za poboljsanjem
-1|Hteli smo da imamo dvokrevetnu sobu - potvrdili su. Dobili smo broj 7 u zasebnom bloku nekoliko metara od njihove zgrade. Našli smo dlake u lošem, tuš ne samo da je korišten već i prljav. Frižider je bio izuzetno prljav. Glavni problem je što je stan bio pun bubašvaba - posebno kupatilo. Tako da je noć bila užasna.
-1|Vrata tuša su polomljena
-1|Apartman u losem stanju i veoma neuredan.
-1|Sramota sta se izdaje... Ovo nije za porodice, niti za normalne ljude. Dolaze samo ljudi zbog drugih razloga.... Sramota za gazdu. Bio sam sa bebom od 7 meseci i suprugom tesko bolesni. Nista nas nisu ispostovali. Sramota. Nikome ne preporucujem ovaj objekak!
-1|parking je daleko
-1|To je mesto gde stanuju gradjevinski radnici koji pjevaju i lumpuju,tako da je prevelika buka. Zvucna izolacija losa
-1|Fotografije nisu odgovarale stvarnosti, ni kilometri od aerodroma nisu bili tačni, niko u okolini taksista nije znao za ovaj smeštaj i nisam imao načina da se vratim na aerodrom. Morao sam da pešačim, taksi služba ne radi !!!!!!!!!! Bio sam u sobi 5 min i vratio sam se (peške) na aerodrom !!!!!!
-1|Dizajn kupatila na spratu je nerazuman i uopšte veoma nezgodan.Ne znam zašto je dodat drveni okvir pored kreveta da bi ionako mali prostor bio potpuno bez oslonca.U svakom slučaju, bilo je to jako loše iskustvo.
-1|Hidromasazna kada je neupotrebljiva jer se puni i zagreva vodom iz bojlera koji nema kapacitet da je napuni, tako da je jedina upotreba u hladhoj vodi. Jastuci su toliko tanki i minijaturni da jos uvek osecam ukocenost u vratu. Higijena bi morala biti mnogo bolja, u coskovima u kupatilu je prljavo. Na samom ulazu u hodniku stoji velika polomljena plasticna kutija sive boje verovatno je namenjena da se sedne na nju, koja odaje utisak o celom smestaju - aljkavo.
-1|Nije bilo uopste tople vode, dlake u djakuziju...
-1|Stan nije odgovarao rezervisanom - rezervisao sam studio na dva nivoa i dobio sam drugu sobu. Bilo je veoma prljavo. U sobi nije bilo posuđa. Bilo je nemoguće skuvati bilo šta iako mi je u opisu obećana kuhinja. Odvod za tuš nije radio. Umivaonik u kupatilu je bio zapušen. U kupatilu nije bilo kuka za kačenje odeće. Vi-Fi praktično nije postojao.
-1|Ni čisto, ni ogledalo, ni toalet papir. Nije bilo kao na fotografijama na rezervaciji
-1|Apartman dosta zapušten,grejanje loše. Ne preporučujem
-1|Nije bilo moguće videti domaćicu (vlasnicu)
-1|Soba koju smo rezervisali nije obezbeđena.
-1|Soba je bila hladna, centralno grejanje nije radilo i bio je samo jedan hladnjak za ulje.
-1|Pod je hladan i lepljiv.
-1|Elektrika je u veoma lošem stanju, treba pažljivo paziti na decu.
-1|Avioni su svakako čujni, ali ne i kritični, s obzirom da smo spavali sa zatvorenim prozorima.
-1|Ulica smrdi na kanalizaciju.
-1|Nema grejanje, ima jedino klima koja ne moze da zagreje stan od 60 kvadrata, tako da je u spavacim sobama nocu jako hladno.
-1|Internet ne radi vise nego sto radi. Bojler ne radi kako treba. Nema adekvatno posudje za indukcionu plocu koju poseduje tako da moze da se kuva jedino u tigranju. Stoji u opisu apartmana da ima zvucnu izolaciju, ali ona ne postoji.
-1|Higijena nije na zadovoljavajućem nivou. Moglo bi da bude čistije i toplije.
-1|Bez zvučno izolovanih prostorija, zgrada je bila puna migranata koji su bili izuzetno glasni do kasno u noć. (Pre bih rekao jutro).
-1|Čudan miris, nema načina da se plati kreditnom karticom, daleko od grada i aerodroma i teško je pronaći prevoz, netačna adresa
-1|Nema tanjira za kuvanje i čajnik ne radi
-1|Daska za toalet je bila polomljena. Slike stana su varale. Nije bilo prijema o kome bi se moglo govoriti.
-1|Higijena uzas, prljavo, tus kabina i lavabo su imali dlake po sebi, posteljina mirisala na cigarete, posudje masno i prljavo... Frizider, da ne pricam... uzas!! Kada vec neko rezervise mesec dana unapred, trebali ste ocistiti barem...👎
-1|Hotel se nalazi u najmanje sumnjivom kraju; i posteljina i peškiri su veoma pohabani.
-1|Lokacija u kraju sa čudnim ljudima na periferiji, sa naše tačke gledišta neizvesna, avioni prolaze bez prestanka, stan koji sam iznajmio male snage na dva nivoa sa teško dostupnim unutrašnjim stepeništem za decu ili starije osobe, dimi se u sobama. Velika razlika između dva iznajmljena stana po skoro istoj ceni (2 evra razlika). Mislim da bi vlasnik trebao detaljno opisati ove aspekte udobnosti sobe. Sigurno nas više neće biti.
-1|Stigli smo kasno zbog guzve na granici. Kljuc nam je bio ostavljen u ormaricu. Usli smo u krajnje neuslovnu sobu u pogledu higijene, ispravnosti i funkcionalnosti namjestaja i sanitarija. Medjutim, vec narednog dana, angazovanjem vlasnice i osoblja, prebaceni smo u mnogo bolju i uslovniju smjestajnu jedinicu.
-1|U kupatilu nema ogledala ni mjesta da se odloze peskiri i stvari
-1|Bilo je usred ničega. Osim ako niste imali auto, nije bilo prikladno, nema prodavnica osnovnih stvari kao što je hleb sa mlekom itd. Područje ima mnogo pasa koji su lajali cele noći, bilo je teško zaspati.
-1|Ne sviđa mi se čistačica koja je pokucala na vrata i zamolila nas da napustimo sobu pre vremena odjave.
-1|Stan je bio pun komaraca, nikad nismo dobili krevetac za bebu koji je bio sređen, a kupatilo je prilično smrdelo. Nema engleskog, nemačkog, grčkog ili francuskog, tako da je bilo teško komunicirati. Svetla su se sama gasila cele noći.
-1|Lokacija objekta je dosta van grada iu lošem naselju. Možda postoji bezbednosni problem.
-1|po dolasku u sobu saznali smo da je cela zadimljena, jedan krevet polomljen u spavaćoj sobi, pri plaćanju smo želeli veći iznos nego što smo imali rezervisanu sobu - srećom nakon slanja potvrde sa booking.com pristali smo na nižu cenu
-1|Buka aviona i celonoćni lavež pasa.
-1|Bojler je bio prazan. Klima nije radila.
-1|Okolina je bas losa, smetliste na parkingu ispred
-1|Neki kreveti nisu bili baš udobni za spavanje. Okolina hotela je bila veoma loša i adresu je bilo teško pronaći pomoću GPS-a.
-1|Veoma glasno. Stepenice su opasne. Potrebno je održavanje.
-1|bio je noćni let za Beograd, pa sam izabrao hotel zbog blizine aerodroma, samo da prenoćim. a sutradan da se preseli u centar grada. ali na kraju, ne tako blizu aerodroma, dugo smo se vozili uskim ulicama privatnog sektora. Ujutro je bio problem da izađem iz hotela. Taksi se ne može pozvati, najbliža autobuska stanica je 30 minuta hoda.
-1|Ljudi koji su boravili u drugim sobama su bili pomalo bezobrazni.Glasna muzika u 05:30 i vikanje u 06:00 vas sprečavaju da zaspite i ceo sprat je smrdeo na stopala jer je neko drugi stavio cipele i čarape van sobe, ali oni su nema veze sa objektom nego sa ljudima koji borave.
-1|Trebalo je dosta vremena da se uđe u prostoriju jer telefonski kontakt sa osobljem nije dobro prošao.
-1|Lokacija, ali ne u smislu udaljenosti od grada, nego okruzenje, prilaz, malo tesko za naci.
-1|Trebalo je dosta vremena da se uđe u prostoriju jer telefonski kontakt sa osobljem nije dobro prošao.
-1|Nema ogledala u kupatilu. Curi slavina u kupatilu
-1|Zvučna izolacija stanova ne postoji. Čuli smo komšije iz svih krajeva i bilo je teško spavati tokom dana.
-1|Odseli smo u dvospratnom apartmanu. Na gornjem spratu je bilo veoma toplo, ali klima je bila na donjem spratu gde je vazduh bio mnogo hladniji. Istovremeno je bilo nemoguće otvoriti prozor na spratu jer je napolju bila napadačka vojska komaraca.
-1|Grejanje u sobi je bilo loše.
-1|nedostaju mreže protiv komaraca i to je katastrofa.
-1|postoji samo 1 mesto za jelo u blizini, kao i 1 prodavnica za kupovinu hrane, otprilike 10 minuta hoda
-1|Jedini plus lokacije je što je blizu aerodroma, osim toga, okolina nije baš dobra, teško je naći pijacu hrane i pića.
-1|Komšije koje su puštale muziku do kasno u noć, i sprečavale nas da provedemo pravu punu noć mirnog sna. Ali to, domaćin ne može mnogo da uradi, samo je peh.
-1|Parkiranje malo skupljeg auta,lokacija malo zavucena ali sve u svemu za svaku preporuku
-1|nismo uspeli da lično vidimo vlasnike. Činilo se kao da niko ne vodi mesto. Nismo mogli ni sa kim da stupimo u kontakt do 30 minuta nakon dogovorenog vremena dolaska. Pokupili smo ključeve sami, a novac ostavili na kuhinjskom stolu poslednjeg dana. Nema potvrde o prijemu uplate ili stranoj registraciji.
-1|Niko nas nije dočekao, tako da nije bilo lako platiti. Voleli bismo da platimo karticom.
-1|Našao sam plastične flaše od drugih turista i neke ostatke u frižideru; toalet papir; područje u kojem se nalazi hotel je prilično ružno
-1|Kada smo se prijavili, uključen je osveživač vazduha sa opsesivnim neprijatnim mirisom za naš ukus. Morao sam da provetrim.
-1|DALEKO OD CENTRA
-1|Jedina mana su bučni avioni, ja lično spavam jako, ali je očigledno probudio suprugu. Druga spremačica se nije pozabavila prijavom, ali se pokazalo da je ona nepotrebna, ali na sajtu ambasade piše da je potrebna
-1|Veoma je teško pronaći hotel jer kućni broj nije naveden. Znak na ulici je pokvaren
-1|Lokacija je bila veoma udaljena od centra i prilično blizu aerodroma (čuli su se avioni iz stana). Osim toga, eksterijer ostavlja nešto da se želi (puno smeća, površina u izgradnji, na periferiji).
-1|Sitne popravke kupatilske opreme
-1|Nisu krivi vlasnici - u okrugu su psi neprestano lajali.
-1|Nedostatak ventilacije u kupatilu.
-1|Kupaonicu bi trebala biti urednija.
-1|Na drugom spratu u blizini ulaza u stan osećao se veoma loš miris.
-1|Problem sa besplatnim parkingom. Naplaćuju dodatnu naknadu za čišćenje od 20 evra nakon vašeg odlaska.
-1|Parking skup i opis stana nije odgovarao stvarnosti. U oglasu je pisalo 2 sobe. Bouzel je samo 1 soba sa dnevnim boravkom
-1|Mala kada. Slaba kuhinja. Neudoban krevet
-1|Mislio sam da ću pronaći mašinu za pranje veša, kao što je napisano u opisu usluga ovde na sajtu. Bilo je, ali bez otvora
-1|kada je bila mala.
-1|Nije ulozen dinar jedan u objekat odavno,čajna kuhinja je postojala i ono sto je ostalo je u raspadu. Platili da prenocimo, istusirali se i otisli u drugi smestaj.
-1|Apartman je bio prljav,ispod kreveta se nije cistilo duže vrijeme,nema stolica,kuhinja sva masna,bez osnovnih sredstava za higijenu
-1|Higijena užasna, smeće u apartmanu, buka, ne vredi ni 1€ prenoćište, za 25€ može da se nađe mnogo bolji smještaj
-1|Ima mnogo lepših mesta za boravak u Beogradu po istoj ceni.
-1|Dobijate sobu sa dva kreveta, bez stolice, sa plakarom i kupatilom. Tu je i tv. To je to. Ovde niko nikada ne bi živeo.
-1|Na ćebadima su bile mrlje od krvi.
-1|Slike su bile veoma obmanjujuće. Možda imaju jednu sobu kao što je prikazano na slikama, ali to nije ono što ćete dobiti osim ako ne platite mnogo više nego što vredi. Rasipanje novca, ostanite na drugom mestu.
-1|Zamrljana i otrcana posteljina i peškiri. Bube
-1|nismo dobili sto smo rezervisali,glasna muzika kasno uvece,nema zvučne izolacije tj. sve se cuje iz susednih soba
-1|Morao sam da platim 18,40 evra više od cene koju smo dogovorili na vašem sajtu jer su rekli da su vam dali ovu cenu, pa sam vam pokazao e-mail koji ste potvrdili, ali nisu mogli ništa da urade i platio sam.
-1|čišćenje je bilo jako loše, rekli su da bi trebalo da očiste vašu sobu 7. dana, smetalo im je
-1|predmeti su više ličili na predmete veoma stare kuće, a ne na sliku hotela, ovo uključuje posteljinu (jastučnice (pocepana čaršav) peškiri, orman za sedenje uključen.
-1|Losa zvucna izolacija,sve se cuje iz drugih soba.
-1|Tv ima ton,ali nema sliku.
-1|Plafonjerka koja izgleda da ce vam svakog trenutka pasti na glavu.
-1|Dusek na krevetu neudoban i sam upao.
-1|Tapete po zidovima poluodlepljene.
-1|Slavina u kupatilu razdrndana i pokvarena.
-1|Wc daska toliko pozutela da se ne zna da li je prljavstina ili ne.
-1|Rdja po radijatoru u kupatilu.
-1|Osoba koja nam je dala kljuc u kaficu u prizemlju nam nije trazila ni jedan dokument niti ista slicno vec je s vrata trazila pare bez da nas prvo odvede u smestaj ili ista slicno, to mi se nikada u zivotu nije desilo. Sve u svemu ogroman promasaj .
-1|Otrcan, prljav, neprijatnog mirisa stan.
-1|Generalno sve zbog odnosa cene i kvaliteta, u drugom gradu smo za ovaj novac imali ful opremljen apartman gde je bilo sve novo i kao u hotelu sa 5 zvezdica. S obzirom koliko novca uzimate trebalo bi da povedete racuna i renovirate objekat.
-1|Nema sapuna pod tušem, samo tečni sapun za ruke, slavina koja luta okolo kada je koristite, čaršavi sa rupama i izlizanim, dušeci iz Drugog svetskog rata, šteta što je establišment izgledao obećavajući, ali nije bio dovoljno ozbiljan u obnavljanje građe
-1|Rezervisam a je soba sa bracnim krevetom (tako je pisalo na bookingu) i odvojenim lezqjem za dete, a dobili smo smo 3 odvojena kreveta.
-1|Prijem na bookingu je pisao od 12h, ali su nam u smestaju rekli da soba nije spremna pre 14h (tako je u njihovom kucnom redu). Ipak nam je dala kljuc sobe u 13:00,posto smo tada stigli i planirali da produzimo dalje(nismo imali stvari za ostavljanje) a znali smo da necemo stici u smestj pre 20h. Dat nam je pogresn kljuc sobe, sreca je te smo stigli pre nego sto je "recepscioner" otisao kuci (tj.pre 22h) pa nam je zamenio kljuc...
-1|inace sobe su duplo numerisane (imaju neke stare i nove brojeve)... prozor "gleda" na krovic restorana, bolje reci da pogled ne postoji ni na ulicu, vidis samo krov i nebo!
-1|Nema sredstava za higijenu
-1|Apartman nema frizider.
-1|Ventilacija u toaletu nema, pa je zagušljivo
-1|Krevet je svrbeo. Brava u sobi nije radila. Teško je komunicirati sa osobljem zbog ograničenog znanja engleskog jezika.
-1|Glasna muzika iz obližnjeg restorana
-1|Primili su rezervaciju, a znali da neće imati vode. Rezervisao sam za dvoje, dobio jedan jastuk sa jastučnicom, jednu čašu. Frižider ugašen, prazan. Osoblje otišlo, nakon našeg dolaska. Balon sa vodom nas je sačekao tek ujutru ispred vrata. Da imam vremena da se bavim ovakvim skandalima tražio bih sav novac nazad.
-1|nije mi se nista dopalo smestaj je uzasno prljav i gadan uopste nije kao na slikama probacu da trazim povracaj novca jer u ovakav smestaj ne bi dzaba vise boravio da mi nude koliko je loš , krevet neudoban posteljina je prljava na jastucima i prekrivacu sve zute fleke gadno je bilo za spavanje i ni jednom za 6 dana niko od osoblja nije usao ni da promeni posteljinu ni zameni peskire ili usisa sramota
-1|zavesa u sobi pokriva samo polovinu prozora tako da ljudi sa ulice gledaju u sobu , bucno je izolacija nikakva prozor nije mogao ni da se zatvori lepo jer iz sobe ide neki kabal ka napolju , wc isto prljav ispucala keramika svuda za 6 dana ni jednom nije ciscen iz wc-a se osecalo na kanalizaciju pa se smrad sirio po celoj sobi cim se otvore vrata
-1|tv namestem na turski jezik i treba procedura dok se namesti da nadjes kanale a ima sedam kanala , za tolike pare koliko je bio usluga ja nikakva smestaj takodje nikakav rupa
-1|ne bi ovaj smestaj preporucio nikom ni da je besplatan , samo da nisam navukao neku koznu infekciju od prljavstine i one posteljine.
-1|Soba je veoma mala. Tuš curi. Vrata tuša su polomljena. Frižider je pokvaren. Pogled na zid kuće. Soba ne odgovara svojoj ceni.
-1|Čekao sam više od 30 minuta da neko otvori vrata! A soba ne izgleda isto kao na slikama! Bilo je stvarno loše. Nema papuča. Nije veliki krevet. Bila su to 2 odvojena kreveta zajedno. Bilo je hladno. Prozor je bio razbijen i nisam mogao da ga zatvorim. Bio sam zaista nesrećan i ne preporučujem takvo mesto
-1|Veličina sobe, sadržaji, dekor nema mesta za ono što je objavljeno na slikama. Osećao sam se prevarenim i stoga sam se iselio u roku od jednog dana od provere iako sam imao planove za 4 dana
-1|Sobe su prljave (zidovi, tepih, orman, toalet), usluga čišćenja ne čisti kako treba, TV ne radi, utičnice nisu blizu kreveta, nema minibara, nedostaje sto. Osoblje na recepciji ne zna engleski jezik i nije od pomoći za zahteve gostiju.
-1|grozan hotel. To je kao deponija smeća. Slike su lažne i pogrešne. niko ne bi trebalo da ostane u ovom hotelu
-1|kupatilo, smrad
-1|Nema traga od hotela ispred zgrade, pa ga tražimo pola sata u okolini. Nema parkinga, ni hotela, ni bilo koga ko hotel plaća. Recepcija nije otvorena ceo dan. Soba je izuzetno mala. Zidovi su prljavi. Nema utičnicu pored kreveta
-1|Prvo, ne postoji pristup za taksi automobil koji bi mogao da priđe ispred hotela i moraćete da nosite svoje torbe. U hotelu nema lifta i ako je vaša soba na gornjem spratu, pripremite se za nošenje torbi (naročito ako imate nekoliko torbi i putujete sa decom). Fotografije hotelskih soba, samog hotela na Booking.com-u, u stvarnosti su potpuno različite. I u sobi je bilo čudnog mirisa i na sreću smo tamo proveli samo nekoliko sati i napustili hotel.
-1|iz toaleta je dolazio odvratan miris, kao da smo stalno morali da spavamo sa tim mirisom. Nikada ne odlazi
-1|Kada smo stigli, rekli su nam „izvinite, ali kombinovani bojler ne radi i ne može se popraviti do sutra“. Ok, popravljeno je sledećeg dana, ali da li smo to morali da iskusimo? Čak i da je popravljeno, topla voda je nestala nakon kratkog vremena. Morali smo da se brzo istuširamo
-1|Soba nije bila baš kao na slikama. Veoma je star i osećao se nečistim. Naročito tepih, izgledao je kao da je tu zauvek i da ga niko nikada nije očistio
-1|Prozor je gledao u zid, ništa se ne vidi spolja
-1|nikada više neću ostati tamo ili ga nikome preporučiti.
-1|Soba nije bila onako kako je reklamirana. Tepih je bio nov, ali lošeg kvaliteta i samo delimično postavljen. Ispuštao je jake hemijske mirise, iako smo tražili sobu (pismeno) bez takvih mirisa.
-1|Kupatilo je bilo toliko malo da je trebalo da se pritisne uz toalet da bi se zatvorila vrata kupatila. Internet je bio veoma mrljav (preopterećen), tako često je prekidao pozive da smo umesto toga pribegli našem planu za mobilne podatke i napravili da video snimci pauziraju toliko da se ne mogu gledati, iako smo tražili i rekli nam (pismeno) da je internet dobar
-1|Nije obezbeđena dnevna usluga u sobi (obezbeđivanje novih peškira, nameštanje kreveta), čak ni nakon što je osoblje iznelo problem. Recepcija je obično bila bez nadzora (čak i tokom uobičajenog radnog vremena - nikada nije bila prisutna posle radnog vremena ili ujutru pre oko 10:00 ujutru), i ako biste pozvonili na obezbeđeno zvono, obično bi se javila samo sobarica i nije bila u mogućnosti da obavi većinu
-1|Sobe su premale, kupatilo loše i malo.
-1|Ulaz je zaista čudan. Soba je bila mračna i imala je čudan miris koji je dolazio iz odvoda / kupatila.
-1|Ne prihvataju kartice i ne upozoravaju na to. Nesposobni recepcioner ne govori engleski i radi samo nekoliko sati dnevno.
-1|Sobe nisu zapravo očišćene: 4 noći su samo jednom promenili peškire. Televizor ne radi, sredstva za ličnu higijenu su oskudna.
-1|Topla voda samo iz bojlera, nedovoljno za dvoje. Ulaz sa ulice je teško pronaći, lifta nema.
-1|smrdelo je veoma loše u sobi
-1|To je kancelarijsko odeljenje, bez ventilacije, prljav i sićušan prostor
-1|Veoma mala soba, bez pegle, bez posuđa, samo jedan čajnik, bez šoljica za kafu, samo 2 mala peškira
-1|promenili su zgradu i adresu, pa smo ostali na sasvim drugom mestu. Soba nije bila ništa kao na slikama. To je jeftino mesto, pa budite svesni toga i budite spremni
-1|Teško ga je pronaći, nalazi se na drugom spratu stambene zgrade bez znaka spolja i bez lifta.
-1|Moje kupatilo je izgledalo kao da se neko potukao u njemu, bilo je polomljenih pločica po celom zidu, a polomljene su i neke postolje.
-1|Parking se ne nalazi nigde u blizini hotela i nije garaža.
-1|Osoblje na recepciji uopšte nije govorilo engleski. Veliki teški metalni ključ od sobe. Super mala soba. Nema dovoljno dnevnog svetla u mojoj sobi.
-1|Slike varaju, malo soba na spratu poslovne zgrade. nema lifta, tamne klizave stepenice. nema prozora u sobi (prozori otvoreni prema zidu, ništa da se gleda napolje). malo kupatilo.
-1|Recepcija nije radila u vreme kada sam najavila dolazak, iako piše da radi 00-24. Soba je bila suviše mala i sa prozorima gotovo bez dnevne svetlosti. Nije u pitanju hotel kao što stoji u naslovu.
-1|teško dostupno kolima.
-1|buka
-1|Zgrada je veoma stara
-1|Nema radnog stola u sobi. ima samo mali sto koji nije pogodan za rad. Nema frižidera, šolja u sobi.
-1|Tuširanje je bilo neprijatno i nebezbedno. Tečni sapun je takođe nezgodno smešten, u samom separeu nije bilo sapuna, samo dozator pored lavaboa. Takođe nije bilo mini tuš garnitura.
-1|Dobili smo sobu sa pogledom sa prozora na zid i kantu za smeće.
-1|nije bilo toaletnih potrepština: bez četke, bez paste. Samo sapun. Ovo nije bilo dovoljno, nisam očekivao. Osećao se miris iz kanalizacije, nije bilo baš prijatno.
-1|Veoma neudoban krevet. Soba je hladna.
-1|Nisu nam vratili odeću koju smo tamo ostavili
-1|Doručak je užasan
-1|Gospođa na recepciji je veoma nepristojna. Izgleda da im nije stalo do kupca. Čekao sam skoro 10 minuta da je nešto pitam, ali ona nastavlja da ćaska telefonom i nije se trudila da me sasluša. Hotel nema lift i niko nije tu da vam pomogne da odnesete prtljag u svoju sobu. Putovao sam 15 sati i onda moram da pokupim svoje torbe od 3, 25 kg u svoju sobu na 1. spratu.
-1|spavao sam sa odećom jer posteljina nije promenjena od promene domaćina u hotelu
-1|Bila je katastrofa, soba nam je bila u podrumu sa malim prozorčićem, mogli smo zaboraviti da provetrimo. Kosa je bila svuda. Na ulazu je bio mrak, a na parkingu iza hotela bio je mrak. NIKADA VIŠE.
-1|Neprikladno ponašanje na recepciji i menadžeru hotela
-1|toalet sa vidljivom prljavštinom od prethodnih gostiju ...
-1|Bez profesionalizma, hotel je otkazao boravak uprkos prethodnoj potvrdi rezervacije.
-1|Pristup, cena i POS terminal koji ne radi i hladnoca. Sobe u podrumu gde sam morao da vucem kofer. Fiksna cena taxija od 10e u sklopu smestaja koji je skuplji od komercijalnog.
